,client_id,gender,car_owner,property_owner,number_of_children,annual_income,income_type,education,marital_status,housing_type,employed_days,work_phone,phone,email_id,number_of_family_members,label,age_in_years,years_of_experience,employment_status
967,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1114,0,0,0,2,0,37.84109589041096,1.7470131065680499,Employed
968,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3760,1,1,0,2,0,55.18356164383562,3.209574716845473,Employed
969,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-1327,0,0,0,3,0,42.61917808219178,1.9067292514555296,Employed
970,5067926,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,62.30958904109589,2.313154757362086,Unemployed
971,5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-3322,0,0,0,3,0,34.43561643835616,3.016847669839115,Employed
972,5025161,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-5145,0,0,0,2,0,34.30958904109589,3.7544494151551575,Employed
973,5145694,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-663,1,1,0,1,0,25.873972602739727,1.34775307685213,Employed
974,5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4119,0,0,0,3,0,49.6986301369863,3.3593052119224467,Employed
975,5150164,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,365243,0,1,0,1,0,64.77534246575343,2.313154757362086,Unemployed
976,5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1719,1,1,0,2,0,48.706849315068496,2.170158759421967,Employed
977,5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-2052,0,1,0,1,0,62.704109589041096,2.371058373009652,Employed
978,5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-3641,0,0,0,2,0,58.12602739726027,3.1583765554083993,Employed
979,5021693,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,-1678,0,1,0,4,0,34.02191780821918,2.1441222618994007,Employed
980,5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,-481,0,0,0,2,0,29.046575342465754,1.147958282856168,Employed
981,5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-4603,0,0,0,3,0,43.76164383561644,3.5511911950934985,Employed
982,5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2484,0,0,0,2,0,48.66301369863014,2.6087313874860314,Employed
983,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,-1904,0,0,0,2,0,53.583561643835615,2.283952354180004,Employed
984,5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-888,0,0,0,2,0,47.632876712328766,1.559768159800926,Employed
985,5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-393,0,0,0,3,0,36.895890410958906,1.0376474973550138,Employed
986,5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,-1007,1,1,0,2,0,31.17808219178082,1.6609949155819355,Employed
989,5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1724,0,1,0,2,0,54.74520547945205,2.173312603201131,Employed
990,5045255,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-3689,0,0,0,3,0,57.134246575342466,3.17912713100129,Employed
991,5044478,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2228,0,0,0,2,0,43.9461426596527,2.4706496289520894,Employed
993,5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2180,0,1,0,2,0,29.46849315068493,2.4438909017642394,Employed
994,5021737,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,57.14520547945205,2.313154757362086,Unemployed
995,5023231,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-1362,0,0,0,1,0,47.605479452054794,1.9317108606919071,Employed
996,5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,1,0,2,0,58.64657534246575,2.313154757362086,Unemployed
997,5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-1876,0,0,0,2,0,27.295890410958904,2.2670963868784364,Employed
998,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-3503,0,1,0,2,0,38.41095890410959,3.0979445240308294,Employed
999,5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-2265,0,1,0,2,0,56.20821917808219,2.49107997704907,Employed
1001,5146034,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-4146,0,0,0,1,0,46.87945205479452,3.370297332519646,Employed
1002,5142972,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-926,1,1,0,3,0,29.194520547945206,1.592791983081866,Employed
1003,5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5500,0,0,1,2,0,42.88493150684931,3.88181570282322,Employed
1004,5114032,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-5521,0,0,0,2,0,40.16712328767123,3.889219381477506,Employed
1005,5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-1081,0,1,0,2,0,59.106849315068494,1.7209427171223446,Employed
1006,5053089,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-658,0,0,0,1,0,51.07671232876712,1.3426614338795158,Employed
1007,5117753,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,0,0,0,2,0,43.865753424657534,2.125513636554252,Employed
1008,5126826,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-3695,0,0,0,3,0,32.0,3.1817114374551436,Employed
1009,5018505,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.45205479452055,2.313154757362086,Unemployed
1010,5067893,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-901,0,0,0,2,0,46.605479452054794,1.5711438987836002,Employed
1011,5048305,F,N,N,0,181048.75730622618,Working,Higher education,Separated,House / apartment,-1526,0,0,0,1,0,59.964383561643835,2.0447058267164544,Employed
1012,5135531,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-1751,0,0,0,1,0,37.99178082191781,2.190264886714071,Employed
1013,5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1253,0,0,1,3,0,46.99178082191781,1.852802394301337,Employed
1014,5115671,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,-3663,0,0,0,3,0,36.484931506849314,3.167904108137771,Employed
1015,5136985,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3334,1,0,0,1,0,33.80821917808219,3.022291609911669,Employed
1016,5126687,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3149,1,0,0,2,0,54.51780821917808,2.937243139454746,Employed
1017,5058509,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.394520547945206,2.313154757362086,Unemployed
1018,5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-4491,0,0,0,3,0,31.5013698630137,3.50772142409301,Employed
1019,5021730,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1375,0,0,1,3,0,46.49589041095891,1.94090785141161,Employed
1020,5048542,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,43.68767123287671,2.313154757362086,Unemployed
1021,5096342,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-1162,1,0,0,2,0,32.02191780821918,1.7842538058907473,Employed
1022,5021293,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-183,0,0,1,3,0,32.605479452054794,0.7080747580684533,Employed
1023,5143079,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-500,0,0,0,2,0,38.153424657534245,1.1704114719613057,Employed
1025,5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-2450,0,0,1,2,0,48.75342465753425,2.5908162356916185,Employed
1027,5089887,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-1556,0,0,0,2,0,29.21095890410959,2.064706685858826,Employed
1029,5146429,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-674,0,0,0,2,0,24.375342465753423,1.3588875385644514,Employed
1030,5069292,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2605,1,1,0,3,0,42.35890410958904,2.671513859475534,Employed
1031,5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-5082,1,0,0,2,0,35.673972602739724,3.7313921894157516,Employed
1032,5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-1999,1,1,0,3,0,25.76164383561644,2.34023766501762,Employed
1033,5036319,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-555,0,0,0,1,0,49.295890410958904,1.2331050016951028,Employed
1034,5116606,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-4599,0,1,0,2,0,46.89041095890411,3.5496478698597698,Employed
1036,5068648,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-1054,0,0,0,1,0,31.07945205479452,1.6993149304577748,Employed
1037,5143560,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,-745,0,0,0,4,0,30.01095890410959,1.4286692725788426,Employed
1038,5024925,F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,52.202739726027396,2.313154757362086,Unemployed
1039,5029082,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,60.320547945205476,2.313154757362086,Unemployed
1040,5116633,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,365243,0,0,0,1,0,61.64657534246575,2.313154757362086,Unemployed
1041,5126518,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-2265,0,1,0,2,0,56.20821917808219,2.49107997704907,Employed
1043,5116991,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3505,0,1,0,2,0,39.71232876712329,3.0988287668129386,Employed
1044,5096340,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,64.87397260273973,2.313154757362086,Unemployed
1045,5024670,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-1585,0,0,0,2,0,41.40547945205479,2.0838583813264897,Employed
1046,5062095,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1812,1,1,0,1,0,27.865753424657534,2.228089666428134,Employed
1048,5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-2530,0,0,0,2,0,40.487671232876714,2.632775503022441,Employed
1049,5053117,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1420,0,0,0,3,0,37.07945205479452,1.9724124717979528,Employed
1050,5115921,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-314,0,0,0,2,0,42.038356164383565,0.927509553914535,Employed
1051,5150221,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,-2441,0,0,0,2,0,27.76986301369863,2.5860532153992333,Employed
1052,5026166,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,66.20821917808219,2.313154757362086,Unemployed
1056,5089580,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-460,1,1,0,2,0,31.956164383561642,1.122619246495774,Employed
1057,5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-3289,0,0,0,1,0,51.98082191780822,3.001825928349209,Employed
1058,5105499,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-1495,0,0,0,2,0,29.23013698630137,2.0238306280316305,Employed
1059,5095514,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,-1161,0,1,0,2,0,56.18904109589041,1.7834858894334487,Employed
1060,5089275,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-3504,0,1,1,2,0,37.23835616438356,3.0983866769659336,Employed
1061,5069066,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3093,0,0,0,1,0,26.693150684931506,2.911008863390788,Employed
1062,5125542,M,N,N,0,180000.0,Working,Higher education,Married,With parents,-2417,1,1,0,2,0,36.942465753424656,2.573308727731513,Employed
1063,5095033,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-1463,0,0,0,2,0,42.20821917808219,2.002053740058491,Employed
1064,5142163,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2554,0,0,0,3,0,31.572602739726026,2.645233500841202,Employed
1065,5029529,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,365243,0,1,0,2,0,59.50410958904109,2.313154757362086,Unemployed
1066,5090493,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.38356164383562,2.313154757362086,Unemployed
1067,5105291,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,-818,1,1,0,1,0,28.054794520547944,1.4970290212320396,Employed
1069,5115679,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,61.484931506849314,2.313154757362086,Unemployed
1071,5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-1508,0,1,0,2,0,43.66027397260274,2.0326108455174268,Employed
1072,5041355,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,365243,0,1,0,2,0,66.46849315068494,2.313154757362086,Unemployed
1073,5113057,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-1344,0,1,1,1,0,38.61917808219178,1.9189037966562883,Employed
1075,5010238,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-4331,0,0,0,2,0,45.224657534246575,3.4446702925907924,Employed
1077,5090705,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,365243,0,0,0,1,0,63.80821917808219,2.313154757362086,Unemployed
1078,5050724,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-2296,1,1,0,2,0,35.19178082191781,2.5080691694815975,Employed
1079,5142781,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,-1626,0,0,0,3,0,38.298630136986304,2.110638415396618,Employed
1080,5114643,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-2142,0,0,0,1,0,37.11232876712329,2.4224972963214904,Employed
1081,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1928,0,1,0,1,0,27.052054794520547,2.298301934216198,Employed
1082,5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-3163,0,1,0,2,0,44.33424657534247,2.9437651782466507,Employed
1083,5117698,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-3961,1,0,0,2,0,55.66849315068493,3.2942457094941395,Employed
1084,5118560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2896,0,1,0,1,0,46.16164383561644,2.816779468709339,Employed
1085,5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-1185,0,0,0,1,0,33.156164383561645,1.8018255582785347,Employed
1086,5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-1670,0,0,0,4,0,30.947945205479453,2.1390050177017876,Employed
1087,5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3670,0,0,0,2,0,52.33698630136986,3.170929598800318,Employed
1088,5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-1202,1,1,0,2,0,47.868493150684934,1.8147040213025116,Employed
1089,5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,-4936,1,0,0,2,0,34.87397260273973,3.677402299345678,Employed
1090,5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,0,0,1,0,57.66849315068493,2.313154757362086,Unemployed
1091,5135863,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-596,0,0,0,4,0,33.49589041095891,1.2778406443405872,Employed
1093,5091057,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-2197,0,0,1,4,0,42.295890410958904,2.453401329214562,Employed
1094,5149368,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,1,0,2,0,58.54520547945206,2.313154757362086,Unemployed
